Zeit / s	Temperatur / °C
5,868870E+2	4,586471E+1
5,878870E+2	2,993472E+1
5,888870E+2	3,147353E+1
5,898870E+2	4,213496E+1
5,908870E+2	4,898857E+1
5,918870E+2	4,842631E+1
5,928870E+2	4,824612E+1
5,938870E+2	4,670478E+1
5,948870E+2	4,433290E+1
5,958870E+2	4,340794E+1
5,968870E+2	4,187893E+1
5,978870E+2	4,104650E+1
5,988870E+2	4,078064E+1
5,998870E+2	4,076593E+1
6,008870E+2	4,079949E+1
6,018870E+2	4,083613E+1
6,028870E+2	4,084125E+1
6,038870E+2	4,086124E+1
6,048870E+2	4,085492E+1
6,058870E+2	4,085562E+1
6,068870E+2	4,088958E+1
6,078870E+2	4,087425E+1
6,088870E+2	4,089984E+1
6,098870E+2	4,092335E+1
6,108870E+2	4,095738E+1
6,118870E+2	4,095734E+1
6,128870E+2	4,094468E+1
6,138870E+2	4,096412E+1
6,148870E+2	4,093558E+1
6,158870E+2	4,092854E+1
6,168870E+2	4,092296E+1
6,178870E+2	4,095532E+1
6,188870E+2	4,094621E+1
6,198870E+2	4,101016E+1
6,208870E+2	4,099173E+1
6,218870E+2	4,099736E+1
6,228870E+2	4,096589E+1
6,238870E+2	4,096878E+1
6,248870E+2	4,096292E+1
6,258870E+2	4,092069E+1
6,268870E+2	4,090175E+1
6,278870E+2	4,094451E+1
6,288870E+2	4,094263E+1
6,298870E+2	4,096767E+1
6,308870E+2	4,094037E+1
6,318870E+2	4,097726E+1
6,328870E+2	4,100518E+1
6,338870E+2	4,095740E+1
6,348870E+2	4,094116E+1
6,358870E+2	4,094537E+1
6,368870E+2	4,099864E+1
6,378870E+2	4,097870E+1
6,388870E+2	4,098544E+1
6,398870E+2	4,097334E+1
6,408870E+2	4,097328E+1
6,418870E+2	4,099181E+1
6,428870E+2	4,098411E+1
6,438870E+2	4,100457E+1
6,448870E+2	4,100993E+1
6,458870E+2	4,101300E+1
6,468870E+2	4,100296E+1
6,478870E+2	4,098921E+1
6,488870E+2	4,099335E+1
6,498870E+2	4,100816E+1
6,508870E+2	4,099504E+1
6,518870E+2	4,104625E+1
6,528870E+2	4,099231E+1
6,538870E+2	4,095274E+1
6,548870E+2	4,097171E+1
6,558870E+2	4,100310E+1
6,568870E+2	4,101224E+1
6,578870E+2	4,103058E+1
6,588870E+2	4,102269E+1
6,598870E+2	4,105241E+1
6,608870E+2	4,103662E+1
6,618870E+2	4,104685E+1
6,628870E+2	4,107396E+1
6,638870E+2	4,113073E+1
6,648870E+2	4,110703E+1
6,658870E+2	4,109811E+1
6,668870E+2	4,109411E+1
6,678870E+2	4,111361E+1
6,688870E+2	4,111169E+1
6,698870E+2	4,109892E+1
6,708870E+2	4,106978E+1
6,718870E+2	4,105930E+1
6,728870E+2	4,108927E+1
6,738870E+2	4,110945E+1
6,748870E+2	4,108192E+1
6,758870E+2	4,109880E+1
6,768870E+2	4,109066E+1
6,778870E+2	4,108927E+1
6,788870E+2	4,109385E+1
6,798870E+2	4,109558E+1
6,808870E+2	4,108049E+1
6,818870E+2	4,109043E+1
6,828870E+2	4,107562E+1
6,838870E+2	4,108625E+1
6,848870E+2	4,108127E+1
6,858870E+2	4,109665E+1
6,868870E+2	4,114260E+1
6,878870E+2	4,110468E+1
6,888870E+2	4,112211E+1
6,898870E+2	4,112749E+1
6,908870E+2	4,110428E+1
6,918870E+2	4,113082E+1
6,928870E+2	4,113802E+1
6,938870E+2	4,119061E+1
6,948870E+2	4,116898E+1
6,958870E+2	4,112102E+1
6,968870E+2	4,115471E+1
6,978870E+2	4,114710E+1
6,988870E+2	4,117218E+1
6,998870E+2	4,116001E+1
7,008870E+2	4,115233E+1
7,018870E+2	4,114288E+1
7,028870E+2	4,117456E+1
7,038870E+2	4,118442E+1
7,048870E+2	4,116506E+1
7,058870E+2	4,112833E+1
7,068870E+2	4,114607E+1
7,078870E+2	4,116114E+1
7,088870E+2	4,118195E+1
7,098870E+2	4,118632E+1
7,108870E+2	4,122619E+1
7,118870E+2	4,124284E+1
7,128870E+2	4,123917E+1
7,138870E+2	4,117454E+1
7,148870E+2	4,119906E+1
7,158870E+2	4,122328E+1
7,168870E+2	4,122133E+1
7,178870E+2	4,120411E+1
7,188870E+2	4,116295E+1
7,198870E+2	4,114109E+1
7,208870E+2	4,116998E+1
7,218870E+2	4,117835E+1
7,228870E+2	4,120584E+1
7,238870E+2	4,121388E+1
7,248870E+2	4,120376E+1
7,258870E+2	4,116450E+1
7,268870E+2	4,119420E+1
7,278870E+2	4,119792E+1
7,288870E+2	4,115682E+1
7,298870E+2	4,114435E+1
7,308870E+2	4,114788E+1
7,318870E+2	4,118193E+1
7,328870E+2	4,119372E+1
7,338870E+2	4,120041E+1
7,348870E+2	4,121581E+1
7,358870E+2	4,117769E+1
7,368870E+2	4,118949E+1
7,378870E+2	4,118810E+1
7,388870E+2	4,118929E+1
7,398870E+2	4,117861E+1
7,408870E+2	4,118769E+1
7,418870E+2	4,120185E+1
7,428870E+2	4,123493E+1
7,438870E+2	4,125244E+1
7,448870E+2	4,123533E+1
7,458870E+2	4,121630E+1
7,468870E+2	4,120956E+1
7,478870E+2	4,118920E+1
7,488870E+2	4,118793E+1
7,498870E+2	4,121834E+1
7,508870E+2	4,120906E+1
7,518870E+2	4,122160E+1
7,528870E+2	4,123422E+1
7,538870E+2	4,120694E+1
7,548870E+2	4,121614E+1
7,558870E+2	4,121083E+1
7,568870E+2	4,120761E+1
7,578870E+2	4,119186E+1
7,588870E+2	4,116843E+1
7,598870E+2	4,118219E+1
7,608870E+2	4,118737E+1
7,618870E+2	4,119908E+1
7,628870E+2	4,116110E+1
7,638870E+2	4,115766E+1
7,648870E+2	4,115558E+1
7,658870E+2	4,118001E+1
7,668870E+2	4,120400E+1
7,678870E+2	4,121304E+1
7,688870E+2	4,118577E+1
7,698870E+2	4,121561E+1
7,708870E+2	4,120626E+1
7,718870E+2	4,120248E+1
7,728870E+2	4,118156E+1
7,738870E+2	4,118455E+1
7,748870E+2	4,119923E+1
7,758870E+2	4,118967E+1
7,768870E+2	4,118859E+1
7,778870E+2	4,119139E+1
7,788870E+2	4,123447E+1
7,798870E+2	4,121630E+1
7,808870E+2	4,122195E+1
7,818870E+2	4,119697E+1
7,828870E+2	4,117375E+1
7,838870E+2	4,118338E+1
7,848870E+2	4,120968E+1
7,858870E+2	4,121264E+1
7,868870E+2	4,121846E+1
7,878870E+2	4,118235E+1
7,888870E+2	4,120043E+1
7,898870E+2	4,119818E+1
7,908870E+2	4,120582E+1
7,918870E+2	4,120057E+1
7,928870E+2	4,117511E+1
7,938870E+2	4,120374E+1
7,948870E+2	4,117474E+1
7,958870E+2	4,117925E+1
7,968870E+2	4,118085E+1
7,978870E+2	4,118773E+1
7,988870E+2	4,122232E+1
7,998870E+2	4,116284E+1
8,008870E+2	4,115052E+1
8,018870E+2	4,113439E+1
8,028870E+2	4,110710E+1
8,038870E+2	4,114815E+1
8,048870E+2	4,114559E+1
8,058870E+2	4,113819E+1
8,068870E+2	4,115551E+1
8,078870E+2	4,112962E+1
8,088870E+2	4,114689E+1
8,098870E+2	4,118848E+1
8,108870E+2	4,115370E+1
8,118870E+2	4,110251E+1
8,128870E+2	4,113373E+1
8,138870E+2	4,113017E+1
8,148870E+2	4,114256E+1
8,158870E+2	4,116213E+1
8,168870E+2	4,115079E+1
8,178870E+2	4,115342E+1
8,188870E+2	4,115770E+1
8,198870E+2	4,116710E+1
8,208870E+2	4,118206E+1
8,218870E+2	4,116965E+1
8,228870E+2	4,117194E+1
8,238870E+2	4,114159E+1
8,248870E+2	4,111300E+1
8,258870E+2	4,106656E+1
8,268870E+2	4,110867E+1
8,278870E+2	4,117733E+1
8,288870E+2	4,119047E+1
8,298870E+2	4,120203E+1
8,308870E+2	4,119570E+1
8,318870E+2	4,118530E+1
8,328870E+2	4,117982E+1
8,338870E+2	4,118073E+1
8,348870E+2	4,120331E+1
8,358870E+2	4,120748E+1
8,368870E+2	4,115981E+1
8,378870E+2	4,116195E+1
8,388870E+2	4,112881E+1
8,398870E+2	4,115356E+1
8,408870E+2	4,115476E+1
8,418870E+2	4,110957E+1
8,428870E+2	4,109900E+1
8,438870E+2	4,112888E+1
8,448870E+2	4,112672E+1
8,458870E+2	4,112876E+1
8,468870E+2	4,110735E+1
8,478870E+2	4,111354E+1
8,488870E+2	4,112156E+1
8,498870E+2	4,111407E+1
8,508870E+2	4,113511E+1
8,518870E+2	4,112225E+1
8,528870E+2	4,116141E+1
8,538870E+2	4,113817E+1
8,548870E+2	4,111839E+1
8,558870E+2	4,111862E+1
8,568870E+2	4,110770E+1
8,578870E+2	4,115435E+1
8,588870E+2	4,117190E+1
8,598870E+2	4,114628E+1
8,608870E+2	4,117270E+1
8,618870E+2	4,112889E+1
8,628870E+2	4,112855E+1
8,638870E+2	4,111996E+1
8,648870E+2	4,110226E+1
8,658870E+2	4,109724E+1
8,668870E+2	4,110738E+1
8,678870E+2	4,111729E+1
8,688870E+2	4,106678E+1
